Il y a-t-il des formations dans le domaine de l'informatique,0
Est-ce qu'il y a une formation semblable à celle sur la robotique pour l'enseignement,0
Avez-vous des formations sur le logiciel Excel pour les entreprises,0
Y'a des formations sur la programmation pour les demandeurs d'emplois,0
Donnez vous des formations dans le secteur robotique,0
"J'ai 41 ans, je suis demandeur d'emploi et je recherche une formation sur l'informatique",0
Je gère une entreprise et je cherche une formation sur le développement pour mes employés,0
Je suis enseignant à l'école et je viens pour trouver une formation sur le soudage pour mes élèves,0
"Je m'appelle Nicolas, j'ai 23 ans et je viens me renseigner pour une formation sur l'informatique",0
Je suis à la recherche de formation dans le développement informatique,0
Avez vous quelque chose dans le dev Java ?,0
Je suis intéressé par tout ce qui touche aux micro technologies. Avez vous quelque chose à me proposer dans ce domain ?,0
Je veux trouver un métier se rapportant aux techniques d'usinage,0
"Bonjour, je suis demandeur d'emploi et je voudrais travailler dans la maintenance",0
"Bonjour, je suis à la recherche d'une formation en eco mobility",0
"Je suis sans emploi, serais possible de me conseiller une formation dans le domaine des matériaux",0
Est ce que Technifutur propose des formations sur les techniques industrielles pour les entreprises ?,0
Proposez vous des formations en aéronautique ?,0
Je cherche une formation en robotique,0
Je voudrais acquérir des compétences dans le domaine des énergies,0
Formez vous des personnes pour qu'ils deviennent frigoristes ?,0
"Salut, je représente une entreprise et je voudrais me renseigner sur des formations dans le domaine de la robotique",0
Je voudrais savoir si vous avez des formations intéressantes en informatique,0
"Bonjour, j'aimerais de reconvertir dans un autre domaine comme la robotique, avez vous quelque chose à me proposer ?",0
J'aimerais avoir des propositions de formations pour devenir soudeur,0
Pouvez vous me conseiller une formation en tant que dev ?,0
Est t il possible d'avoir des formations avec les mricros technologies quand on est demandeur d'emploi ?,0
J'aimerais me renseigner à propos de formations sur les techniques d'usinage mais je n'ai rien trouvé sur votre site internet,0
"Je suis en quête d'une formation chez Technifutur, dans la maintenance de préférence",0
"Je suis déjà expérimenté avec le logicel Excel mais je voudrais me perfectionner, avez vous des formations ?",0
"J'aimerais avoir des compétences supplémentaire en eco mobility, est ce possible ici ?",0
Serait ce possible d'avoir une formation sur les matériaux chez Technifutur ?,0
"J'ai entendu dire qu'il y avait pas mal de formations chez Technifutur, j'aimerais en trouver sur les techniques industrielles ",0
"Je voudrais me réorienter dans le secteur aéronautique, as tu des trucs à me proposer ?",0
J'aimerais qu'on m'aide à trouver une formation dans le secteur de la robotique,0
Je serais intéressé par une formation en rapport avec les énergies,0
Est ce que tu peux me donner des formations de frigoristes ?,0
Tu sais me passer dans ton catalogue des trucs sur l'usinage,0
Je suis venu ici pour chercher une formation dans n'importe quel secteur,0
"Je suis demandeur d'emploi avec 2 enfants et je demande à avoir une formation du logiciel Maya, c'est possible ?",0
Je voudrais en savoir plus sur la formation,1
Avez-vous des informations supplémentaires sur la formation,1
Que fait on spécifiquement dans la formation sur la robotique  pour les demandeurs d'emploi,1
Je veux en connaitre d'avantage sur la formation sur l'informatique,1
Avez vous plus d'information sur la formation sur le développement informatique,1
Puis je avoir des détails supplémentaires concernant la formation sur le soudage,1
J'aimerais avoir plus de renseignement pour la formation,1
Pouvez vous m'en dire un plus plus sur la formation de dev Java,1
Je voudrais connaitre le programme de la formation,1
Quel est le programme de la formation sur les micro technologies,1
Pouvez vous me dire ce qu'on fait faire durant la formation sur les techniques d'usinage,1
Comment se déroule la formation sur la maintenance,1
ça se passe comment la formation,1
Quels sont les sujets abordés lors de la formation en eco mobility,1
Je voudrais en savoir plus sur la méthodologie de la formation,1
Quel méthodo est utilisée pour la formation sur les matériaux,1
Quel processus d'apprentissage est utilisé lors de la formation,1
Y a t il une méthodologie particulière lors de la formation sur les techniques industrielles,1
Puis je connaitre la méthodo pendant cette formation,1
Pouvez vous me donner des renseignements complémentaires concernant la formation en aéronautique,1
Je veux plus d'informations concernant la formation,1
J'aimerais connaitre les détails de la formation,1
Y'a-t-il un planning pour la formation sur la robotique,1
Pouvez vous me donner le planning de cete formation,1
J'aimerais connaitre les horaires pour la formation,1
Est ce que la formation est déjà plannifiée,1
Quel planning est déjà disponible pour la formation,1
Quelles compétences vont être apprises,1
Que va t on apprendre lors de la formation,1
Quelles sont les prérequis pour accédés à la formation Excel,1
Que dois je maitriser pour effectuer la formation,1
Quelles sont les compétences requises pour participer à la formation,1
Est ce que je dois posséder un diplome pour effectuer la formation ,1
Quel est la durée de la formation,1
Combien de temps va durer la formation,1
Combien de jours la formation va me prendre,1
Combien de personnes participent à la formation,1
Qui sont les personnes ciblées par la formation,1
Combien y'a t il de participant dans cette formation,1
Qui peut participer à cette formation,1
Je voudrais m'inscrire à la formation sur Excel pour les entreprises,2
Peux t on s'inscrire à la formation sur la robotique pour les demandeurs d'emploi,2
Comment puis je m'inscrire à la formation sur l'informatique,2
Je veux m'inscrire à cette formation,2
Quels sont les contacts pour les inscriptions,2
Puis je m'inscire à la formation que je viens de mentionner ?,2
Quels sont les moyens d'inscription pour la formation sur le développement informatique,2
Comment peut on s'inscrire à la formation sur le soudage,2
Quelle personne dois je contacter pour m'inscrire à cette formation,2
Quel numéro de téléphone est indiqué pour la formation,2
Qui dois je contacter pour pouvoir effectuer cette formation,2
Qui est en charge de la formation sur les techniques d'usinage,2
Quelle personne est chargé des inscriptions pour la formation que je viens de mentionner,2
Quels sont les personnes que je dois contacter pour pouvoir m'inscrire,2
Comment est ce que je peux m'inscrire à cette formation,2
Je voudrais participer à cette formation,2
Comment puis je participer à la formation,2
J'aimerais faire la formation de dev Java,2
J'aimerais m'inscrire à la formation,2
Qui est chargé des inscriptions pour la formation ci dessus,2
Je voudrais effectuer la formation sur l'énergie,2
Comment puis je effectuer la formation sur les micro technologies,2
Peux tu m'inscrire à la formation,2
J'aimerais que tu m'inscrives à la formation sur la maintenance,2
Donne moi les contacts pour que je puisse m'inscrire à la formation en eco mobility,2
Peux tu me passer les contacts de la formation sur les matériaux,2
Tu sais me donner les gens qui gèrent les inscriptions pour la formation,2
Passe moi les coordonnées de la personne qui gère la formation,2
Je souhaiterais que vous me donniez les coordonnées nécessaire pour l'inscription à la formation,2
Quel est le nom de la personne responsable de la formation sur les techniques industrielles,2
Qui gère les inscriptions pour la formation en aéronautique,2
Quel numéro dois je appeller pour participer à la formation,2
Je veux bien le mail de la personne responsable,2
Je voudrais bien les coordonnées de la personne qui gère ça,2
Je peux avoir le mail ou le numéro de celui qui s'occupe de ça,2
Est ce que je peux avoir le nom de la personne qui gère ça,2
Y'a t il un formulaire d'inscription pour cette formation,2
Faut il s'inscire quelque part pour cette formation ?,2
C'est possible de s'inscrire à la formation que vous m'avez conseillé ?,2
Je peux avoir les informations pour m'inscrire à la formation,2
Bonjour,3
"Salut, je cherche des informations",3
"Bonjour, je voudrais me renseigner",3
Où puis je avoir des informations,3
"Hey, pouvez vous m'aider ?",3
Salutations,3
Bonsoir,3
Salut,3
Coucou,3
Hey,3
Pouvez vous m'aider ?,3
Pouvez vous me renseigner ?,3
"Coucou, ça va ?",3
"Bonjour, vous allez bien ?",3
"Salut, tu vas bien ?",3
Je suis à la recherche d'informations,3
Je cherche de l'aide,3
Je voudrais qu'on me conseille,3
J'aimerais avoir des conseils,3
"Bonsoir, serait ce possible de me faire conseiller",3
Comment t'appelles tu ?,3
"Coucou, c'est quoi ton nom ?",3
"Bonjour, je suis un peu perdu",3
Peux tu m'aider ?,3
Je cherche à me renseigner,3
J'ai des question à poser,3
J'ai quelques questions concernant l'industrie 4.0,3
"Bonjour,je suis à la recherche de formations",3
"Bonjour, je cherche une formation qui me correspond",3
"Salut, je m'apelle Nicolas",3
"Bonjour, j'ai un problème",3
J'ai besoin d'aide,3
J'ai besoin de renseignements,3
"Bonjour, pourrais tu m'aider à trouver des formations ?",3
Es tu capable de me renseigner sur les formations ?,3
Es tu capable de répondre à mes questions,3
"Bonjour, je suis Laura",3
"Bonjour, je suis demandeur d'emploi qui cherche une formation",3
"Salut, je cherche une formation pour trouver un emploi",3
"Bonjour, je suis employé mais je cherche à me réorienter",3
"Au revoir, merci pour votre aide",4
Je n'ai plus de question,4
Je pense avoir fini,4
C'est tout pour le moment,4
Bye,4
"Au revoir, merci pour votre aide",4
"Bye, merci de m'avoir aidé",4
Bonne soirée,4
Bonne journée,4
Bonne après midi,4
Bonne matinée,4
Bonne nuit,4
Agréable journée,4
Agréable soirée,4
Bonne continuation,4
"Au revoir, merci pour votre aide",4
Bisous,4
Je m'en vais,4
"Salut, je m'en vais",4
"Au revoir, j'ai fini",4
"Bye, j'en ai terminé",4
J'ai fini ce que je voulais faire,4
J'ai posé toutes mes questions,4
Je n'ai plus de question à poser,4
J'en ai fini,4
Tu as répondu à toutes mes questions,4
J'ai les réponses à mes questions,4
"J'ai la réponse à ma question, merci",4
Merci d'avoir résolu mes problèmes,4
Merci d'avoir éclairé ma lanterne,4
Merci d'avoir donné suite à mes questions,4
Je n'ai plus rien à demander,4
Merci d'avoir répondu à mes questions,4
J'ai récolté toutes les informations nécessaires,4
J'ai récupéré toutes les informations dont j'avais besoin,4
Je n'ai plus besoin d'aide,4
Je prends note de vos conseils,4
"Au revoir, merci pour les solutions proposées",4
"Salut, merci pour vos réponses",4
Je ne cherche plus d'informations,4
A quoi sert tu,5
Comment peux tu m'aider,5
Quel est ton utilité,5
Que puis je demander,5
A quoi peux tu réponde,5
Je voudrais trouver des formations,5
Avez vous des formations à me proposer ?,5
Quelles sont tes fonctionnalités,5
En quoi peux tu m'aider,5
C'est quoi tes fonctions,5
Comment fonctionnes tu ?,5
Comment puis je t'utiliser ?,5
Comment est ce que je peux utiliser le chatbot ?,5
Quelle aide peux tu m'apporter ?,5
Comment peux tu m'aider ?,5
Comment puis je me renseigner sur les formations à Technifutur ?,5
Je voudrais avoir des informations sur les formations proposées ici,5
Ou puis je avoir des informations sur les formations,5
Comment est ce que je peux me renseigner sur l'industrie 4.0,5
J'aimerais avoir plus d'informations concernant les formations,5
Comment peut on se faire conseiller sur les formations ?,5
Pouvez vous me donner des conseils sur les formations proposées ici,5
Savez vous répondre à mes questions concernant Technifutur ?,5
A quelles questions sais tu répondre ?,5
Quels conseils peux tu donner ?,5
Sais tu m'aider à choisir une formation ?,5
"Je voudrais des informations sur les formations, peux tu m'aider ?",5
Peux tu répondre à mes questions sur l'industrie 4.0 ?,5
Quelles tâches peux tu accomplir ?,5
Es tu en mesure de répondre à mes questions sur les formations,5
"Je suis à la recherche de formations, sais tu m'aider ?",5
Je voudrais qu'on me renseigne sur les formations proposées ici,5
"Je ne comprends pas comment ça fonctionne, explique moi",5
Peux tu m'aider à comprendre le fonctionnement ,5
"Je suis perdu, peux tu me donner des exemples d'utilisation",5
Quelles informations puis je récolter avec cette machine ?,5
Je souhaiterai m'inscire à une formation,5
Je voudrais trouver une formation à laquelle m'inscrire,5
Peut on trouver des formations à Technifutur ?,5
Quelles formations proposez vous ?,5
Oui,6
C'est parfait,6
Ok c'est bon,6
Ouai,6
Bien sur,6
Oui c'est bien ça,6
C'est bien ça,6
D'accord,6
Ok c'est bon,6
Okay,6
Tout à fait,6
Je pense bien,6
En effet,6
Oui c'est parfait,6
Oui c'est bon,6
Oui en effet,6
Oui c'est ça,6
Oui c'est cela,6
C'est cela,6
C'est ça,6
Evidemment,6
Effectivement,6
Naturellement,6
Bien évidemment,6
Je vous confirme,6
Je vous le confirme,6
C'est juste,6
Oui c'est juste,6
Vous avez raison,6
Oui vous avez raison,6
Votre réponse est correcte,6
Votre réponse est juste,6
C'est bien cette formation,6
En effet c'est correct,6
En effet c'est ça,6
En effet c'est cela,6
Oui effectivement,6
Cela me parait possible,6
Cela me parait juste,6
C'est surement ça,6
Non,7
Pas du tout,7
Absolument pas,7
Pas vraiment,7
Je ne pense pas,7
Non pas du tout,7
Non absolument pas,7
Non je ne pense pas,7
Non pas vraiment,7
Non je ne pense pas,7
J'ai pas l'impression que ça soit correct,7
Ce n'est pas correct,7
Non ce n'est pas correct,7
C'est faux,7
Non c'est faux,7
C'est erroné,7
C'est totalement faux,7
Ce n'est pas du tout ce que je cherchais,7
Je ne cherchais pas du tout celà,7
Ce n'est pas ce que je voulais,7
Nan c'est pas ce que je voulais,7
No,7
C'est pas ça,7
Non c'est pas ça,7
Je ne crois pas que c'est correct,7
C'est pas vrai,7
C'est pas juste,7
Je ne crois pas,7
Non c'est pas ce que je cherchais,7
Je ne cherchais pas cette formation,7
C'est pas ça que je cherchais,7
Nan c'est pas ça,7
Nan je ne pense pas,7
C'est pas trop ce que je cherchais,7
C'est pas vraiment ça,7
Nan pas du tout,7
Nan c'est pas la formation que je cherchais,7
Ce n'est pas vraiment ce que je cherchais,7
Nan pas vraiment,7
Ce n'est pas ce que vous me proposez,7
Merci pour votre aide,8
Merci de m'avoir renseigner,8
Je vous remercie,8
Merci beaucoup,8
Parfait merci,8
Merci,8
Un grand merci,8
Mille mercis,8
Merci bien,8
Merci du fond du coeur,8
Je te remercie,8
C'est très aimable,8
C'est très gentil,8
Je vous remercie sincèrement,8
Vous êtes bien aimable,8
Je te suis très reconnaissant de m'avoir aidé,8
Je vous suis reconnaissant,8
Merci de ton aide,8
Un immense merci,8
Merci pour tout,8
C'est gentil de m'aider,8
C'est gentil de ta part,8
C'est gentil de m'aider,8
Merci beaucoup de m'avoir aidé,8
Je te remercie de m'avoir aidé,8
Je te remercie énormement,8
C'est aimable de m'avoir aidé,8
Merci pour le coup de main,8
Merci pour tes conseils,8
Je te remercie pour les conseils,8
Ce sont des bons conseils,8
Tes propositions m'ont bien aidé,8
Merci ça m'a bien aidé,8
Ton aide a été précieuse,8
Merci pour vos propositions,8
Tes conseils m'ont énormément aidé,8
Je te remercie pour ces bons conseils,8
Je suis content de tes réponses,8
Je vous dis merci,8
Un grand merci pour vos conseils,8